id_customer_main,customer,customer_day
ci_165,โดยปกติแล้วเวลา 14:00 จะมีลูกค้าประมาณ 60% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันเสาร์
ci_165,โดยปกติแล้วเวลา 15:00 จะมีลูกค้าประมาณ 37% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันเสาร์
ci_165,โดยปกติแล้วเวลา 16:00 จะมีลูกค้าประมาณ 33% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันเสาร์
ci_165,โดยปกติแล้วเวลา 17:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันเสาร์
ci_165,โดยปกติแล้วเวลา 18:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันเสาร์
ci_165,โดยปกติแล้วเวลา 19:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันเสาร์
ci_165,โดยปกติแล้วเวลา 20:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันเสาร์
ci_165,โดยปกติแล้วเวลา 21:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันเสาร์
ci_165,โดยปกติแล้วเวลา 22:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันเสาร์
,,
ci_167,โดยปกติแล้วเวลา 06:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอาทิตย์
ci_167,โดยปกติแล้วเวลา 07:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอาทิตย์
ci_167,โดยปกติแล้วเวลา 08:00 จะมีลูกค้าประมาณ 0% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอาทิตย์
ci_167,โดยปกติแล้วเวลา 09:00 จะมีลูกค้าประมาณ 22% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอาทิตย์
ci_167,โดยปกติแล้วเวลา 10:00 จะมีลูกค้าประมาณ 41% เทียบกับช่วงเวลาที่มีลูกค้ามากที่สุด,วันอาทิตย์
